date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:46:14	8719/8719	------	200	untouched ('')	image/png	etag:W/%2268ecba75-220f%22	https://www.bycigar.com/images/flag/en.png	./bycigar_site/www.bycigar.com/images/flag/en.png	(from https://www.bycigar.com/)
13:46:14	0/-1	---M--	301	error ('')			http://www.bycigar.com/zh-cn/product-magnum-54-h-upmann-11025	./bycigar_site/www.bycigar.com/zh-cn/product-magnum-54-h-upmann-11025.18.delayed	(from https://www.bycigar.com/)
13:46:14	386/386	------	302	error ('Found')	text/html	date:Thu,%2026%20Mar%202026%2005:15:13%20GMT	https://www.bycigar.com/zh-cn/account	./bycigar_site/www.bycigar.com/zh-cn/account.85.delayed	(from https://www.bycigar.com/)
13:46:14	182298/182298	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:23%20GMT	https://www.bycigar.com/zh-cn	./bycigar_site/www.bycigar.com/zh-cn.html	(from https://www.bycigar.com/)
13:46:14	12850/12850	------	200	untouched ('')	image/png	etag:W/%2268ec631a-3232%22	https://www.bycigar.com/static/media/33sq063kpkcrw2l1746422237.png	./bycigar_site/www.bycigar.com/static/media/33sq063kpkcrw2l1746422237.png	(from https://www.bycigar.com/)
13:46:14	431278/431278	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:25%20GMT	https://www.bycigar.com/zh-cn/category-cuban-cigars	./bycigar_site/www.bycigar.com/zh-cn/category-cuban-cigars.html	(from https://www.bycigar.com/)
13:46:14	371569/371569	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:26%20GMT	https://www.bycigar.com/zh-cn/categories/272	./bycigar_site/www.bycigar.com/zh-cn/categories/272.html	(from https://www.bycigar.com/)
13:46:14	12842/12842	------	200	untouched ('')	image/jpeg	etag:W/%2269080704-322a%22	https://www.bycigar.com/cache//static/media/brands/multi-brand-releases_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/multi-brand-releases_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	386/386	------	302	error ('Found')	text/html	date:Thu,%2026%20Mar%202026%2005:45:49%20GMT	https://www.bycigar.com/zh-cn/account/favorites	./bycigar_site/www.bycigar.com/zh-cn/account/favorites.89.delayed	(from https://www.bycigar.com/)
13:46:14	394676/394676	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:28%20GMT	https://www.bycigar.com/zh-cn/category-cohiba	./bycigar_site/www.bycigar.com/zh-cn/category-cohiba.html	(from https://www.bycigar.com/)
13:46:14	5913/5913	------	200	untouched ('')	image/jpeg	etag:W/%2269080705-1719%22	https://www.bycigar.com/cache//static/media/brands/Cohiba_450_x_300_645-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/Cohiba_450_x_300_645-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	374647/374647	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:30%20GMT	https://www.bycigar.com/zh-cn/category-bolivar	./bycigar_site/www.bycigar.com/zh-cn/category-bolivar.html	(from https://www.bycigar.com/)
13:46:14	8772/8772	------	200	untouched ('')	image/jpeg	etag:W/%2269080a44-2244%22	https://www.bycigar.com/cache//static/media/brands/bolivar_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/bolivar_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	373070/373070	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:32%20GMT	https://www.bycigar.com/zh-cn/category-cuaba	./bycigar_site/www.bycigar.com/zh-cn/category-cuaba.html	(from https://www.bycigar.com/)
13:46:14	1011/1011	------	405	error ('Method%20Not%20Allowed')	text/html	date:Thu,%2026%20Mar%202026%2005:16:30%20GMT	https://www.bycigar.com/zh-cn/visitor-log	./bycigar_site/www.bycigar.com/zh-cn/visitor-log.c6.delayed	(from https://www.bycigar.com/)
13:46:14	13059/13059	------	200	untouched ('')	image/jpeg	etag:W/%22690809be-3303%22	https://www.bycigar.com/cache//static/media/brands/cuaba_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/cuaba_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	383625/383625	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:34%20GMT	https://www.bycigar.com/zh-cn/category-h-upmann	./bycigar_site/www.bycigar.com/zh-cn/category-h-upmann.html	(from https://www.bycigar.com/)
13:46:14	12506/12506	------	200	untouched ('')	image/jpeg	etag:W/%2269080a44-30da%22	https://www.bycigar.com/cache//static/media/brands/h-upmann_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/h-upmann_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	383466/383466	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:36%20GMT	https://www.bycigar.com/zh-cn/category-hoyo-de-monterrey	./bycigar_site/www.bycigar.com/zh-cn/category-hoyo-de-monterrey.html	(from https://www.bycigar.com/)
13:46:14	15857/15857	------	200	untouched ('')	image/jpeg	etag:W/%2269080abc-3df1%22	https://www.bycigar.com/cache//static/media/brands/hoyo-de-monterrey_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/hoyo-de-monterrey_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	2844/2844	------	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Mar%202026%2005:16:31%20GMT	https://www.bycigar.com/POST	./bycigar_site/www.bycigar.com/POST.c7.delayed	(from https://www.bycigar.com/)
13:46:14	374448/374448	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:38%20GMT	https://www.bycigar.com/zh-cn/category-quai-dorsay	./bycigar_site/www.bycigar.com/zh-cn/category-quai-dorsay.html	(from https://www.bycigar.com/)
13:46:14	7506/7506	------	200	untouched ('')	image/jpeg	etag:W/%2269080abc-1d52%22	https://www.bycigar.com/cache//static/media/brands/quai-dorsay_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/quai-dorsay_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	375872/375872	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:40%20GMT	https://www.bycigar.com/zh-cn/category-ramon-allones	./bycigar_site/www.bycigar.com/zh-cn/category-ramon-allones.html	(from https://www.bycigar.com/)
13:46:14	11127/11127	------	200	untouched ('')	image/jpeg	etag:W/%2269080abc-2b77%22	https://www.bycigar.com/cache//static/media/brands/ramon-allones_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/ramon-allones_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	377469/377469	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:43%20GMT	https://www.bycigar.com/zh-cn/category-trinidad	./bycigar_site/www.bycigar.com/zh-cn/category-trinidad.html	(from https://www.bycigar.com/)
13:46:14	11167/11167	------	200	untouched ('')	image/jpeg	etag:W/%2269080705-2b9f%22	https://www.bycigar.com/cache//static/media/brands/trinidad_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/trinidad_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	394262/394262	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:45%20GMT	https://www.bycigar.com/zh-cn/category-montecristo	./bycigar_site/www.bycigar.com/zh-cn/category-montecristo.html	(from https://www.bycigar.com/)
13:46:14	6237/6237	------	200	untouched ('')	image/jpeg	etag:W/%2269080b34-185d%22	https://www.bycigar.com/cache//static/media/brands/Montecristo_450_x_300_194-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/Montecristo_450_x_300_194-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	394865/394865	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:46%20GMT	https://www.bycigar.com/zh-cn/category-romeo-y-julieta	./bycigar_site/www.bycigar.com/zh-cn/category-romeo-y-julieta.html	(from https://www.bycigar.com/)
13:46:14	14143/14143	------	200	untouched ('')	image/jpeg	etag:W/%2269080cb0-373f%22	https://www.bycigar.com/cache//static/media/brands/romeo-y-julieta_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/romeo-y-julieta_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	392840/392840	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:49%20GMT	https://www.bycigar.com/zh-cn/category-partagas	./bycigar_site/www.bycigar.com/zh-cn/category-partagas.html	(from https://www.bycigar.com/)
13:46:14	10283/10283	------	200	untouched ('')	image/jpeg	etag:W/%2269080cb0-282b%22	https://www.bycigar.com/cache//static/media/brands/partagas_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/partagas_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	375974/375974	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:50%20GMT	https://www.bycigar.com/zh-cn/category-diplomaticos	./bycigar_site/www.bycigar.com/zh-cn/category-diplomaticos.html	(from https://www.bycigar.com/)
13:46:14	14403/14403	------	200	untouched ('')	image/jpeg	etag:W/%2269080cb0-3843%22	https://www.bycigar.com/cache//static/media/brands/diplomaticos_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/diplomaticos_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	374285/374285	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:53%20GMT	https://www.bycigar.com/zh-cn/category-el-rey-del-mundo	./bycigar_site/www.bycigar.com/zh-cn/category-el-rey-del-mundo.html	(from https://www.bycigar.com/)
13:46:14	9641/9641	------	200	untouched ('')	image/jpeg	etag:W/%2269080cb0-25a9%22	https://www.bycigar.com/cache//static/media/brands/el-rey-del-mundo_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/el-rey-del-mundo_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	383515/383515	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:55%20GMT	https://www.bycigar.com/zh-cn/category-jose-l-piedra	./bycigar_site/www.bycigar.com/zh-cn/category-jose-l-piedra.html	(from https://www.bycigar.com/)
13:46:14	10758/10758	------	200	untouched ('')	image/jpeg	etag:W/%2269080cb0-2a06%22	https://www.bycigar.com/cache//static/media/brands/JosePiedra_450_x_300_277-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/JosePiedra_450_x_300_277-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	373203/373203	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:56%20GMT	https://www.bycigar.com/zh-cn/category-juan-lopez	./bycigar_site/www.bycigar.com/zh-cn/category-juan-lopez.html	(from https://www.bycigar.com/)
13:46:14	13737/13737	------	200	untouched ('')	image/jpeg	etag:W/%2269080d0a-35a9%22	https://www.bycigar.com/cache//static/media/brands/juan-lopez_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/juan-lopez_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	373328/373328	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:58%20GMT	https://www.bycigar.com/zh-cn/category-la-gloria-cubana	./bycigar_site/www.bycigar.com/zh-cn/category-la-gloria-cubana.html	(from https://www.bycigar.com/)
13:46:14	13647/13647	------	200	untouched ('')	image/jpeg	etag:W/%2269080fb3-354f%22	https://www.bycigar.com/cache//static/media/brands/la-gloria-cubana_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/la-gloria-cubana_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:14	374814/374814	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:00%20GMT	https://www.bycigar.com/zh-cn/category-por-larranaga	./bycigar_site/www.bycigar.com/zh-cn/category-por-larranaga.html	(from https://www.bycigar.com/)
13:46:14	12211/12211	------	200	untouched ('')	image/jpeg	etag:W/%2269081c96-2fb3%22	https://www.bycigar.com/cache//static/media/brands/por-larranaga_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/por-larranaga_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:15	372959/372959	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:02%20GMT	https://www.bycigar.com/zh-cn/category-punch	./bycigar_site/www.bycigar.com/zh-cn/category-punch.html	(from https://www.bycigar.com/)
13:46:15	12306/12306	------	200	untouched ('')	image/jpeg	etag:W/%2269081c96-3012%22	https://www.bycigar.com/cache//static/media/brands/punch_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/punch_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:15	377122/377122	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:04%20GMT	https://www.bycigar.com/zh-cn/category-quintero	./bycigar_site/www.bycigar.com/zh-cn/category-quintero.html	(from https://www.bycigar.com/)
13:46:15	12745/12745	------	200	untouched ('')	image/jpeg	etag:W/%2269081d03-31c9%22	https://www.bycigar.com/cache//static/media/brands/Quintero_450_x_300_483-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/Quintero_450_x_300_483-300x200.jpg	(from https://www.bycigar.com/)
13:46:15	376218/376218	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:07%20GMT	https://www.bycigar.com/zh-cn/category-rafael-gonzalez	./bycigar_site/www.bycigar.com/zh-cn/category-rafael-gonzalez.html	(from https://www.bycigar.com/)
13:46:15	13282/13282	------	200	untouched ('')	image/jpeg	etag:W/%2269081d03-33e2%22	https://www.bycigar.com/cache//static/media/brands/rafael-gonzalez_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/rafael-gonzalez_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:15	373411/373411	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:09%20GMT	https://www.bycigar.com/zh-cn/category-saint-luis-rey	./bycigar_site/www.bycigar.com/zh-cn/category-saint-luis-rey.html	(from https://www.bycigar.com/)
13:46:15	15276/15276	------	200	untouched ('')	image/jpeg	etag:W/%2269081d03-3bac%22	https://www.bycigar.com/cache//static/media/brands/saint-luis-rey_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/saint-luis-rey_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:15	374639/374639	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:11%20GMT	https://www.bycigar.com/zh-cn/category-san-cristobal	./bycigar_site/www.bycigar.com/zh-cn/category-san-cristobal.html	(from https://www.bycigar.com/)
13:46:15	11318/11318	------	200	untouched ('')	image/jpeg	etag:W/%2269081d03-2c36%22	https://www.bycigar.com/cache//static/media/brands/san-cristobal-de-la-habana_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/san-cristobal-de-la-habana_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:15	373049/373049	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:13%20GMT	https://www.bycigar.com/zh-cn/category-vegas-robaina	./bycigar_site/www.bycigar.com/zh-cn/category-vegas-robaina.html	(from https://www.bycigar.com/)
13:46:15	12666/12666	------	200	untouched ('')	image/jpeg	etag:W/%2269081ebc-317a%22	https://www.bycigar.com/cache//static/media/brands/vegas-robaina_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/vegas-robaina_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:15	373088/373088	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:15%20GMT	https://www.bycigar.com/zh-cn/category-vegueros	./bycigar_site/www.bycigar.com/zh-cn/category-vegueros.html	(from https://www.bycigar.com/)
13:46:15	5091/5091	------	200	untouched ('')	image/jpeg	etag:W/%2269080705-13e3%22	https://www.bycigar.com/cache//static/media/upload/v/mi/vmiaoqdf0nk5syy1756615479-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/upload/v/mi/vmiaoqdf0nk5syy1756615479-300x200.jpg	(from https://www.bycigar.com/)
13:46:15	421443/421443	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:17%20GMT	https://www.bycigar.com/zh-cn/category-world-cigars	./bycigar_site/www.bycigar.com/zh-cn/category-world-cigars.html	(from https://www.bycigar.com/)
13:46:15	395799/395799	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:18%20GMT	https://www.bycigar.com/zh-cn/category-god-of-fire	./bycigar_site/www.bycigar.com/zh-cn/category-god-of-fire.html	(from https://www.bycigar.com/)
13:46:15	4887/4887	------	200	untouched ('')	image/jpeg	etag:W/%2269081ebc-1317%22	https://www.bycigar.com/cache//static/media/brands/GOD+OF+FIRE+logo_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/GOD+OF+FIRE+logo_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:15	396117/396117	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:20%20GMT	https://www.bycigar.com/zh-cn/category-aj-fernandez	./bycigar_site/www.bycigar.com/zh-cn/category-aj-fernandez.html	(from https://www.bycigar.com/)
13:46:15	12294/12294	------	200	untouched ('')	image/jpeg	etag:W/%2269081ebc-3006%22	https://www.bycigar.com/cache//static/media/brands/AJ_new_450_x_300_857-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/AJ_new_450_x_300_857-300x200.jpg	(from https://www.bycigar.com/)
13:46:15	390753/390753	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:22%20GMT	https://www.bycigar.com/zh-cn/category-plasencia	./bycigar_site/www.bycigar.com/zh-cn/category-plasencia.html	(from https://www.bycigar.com/)
13:46:15	7421/7421	------	200	untouched ('')	image/jpeg	etag:W/%2269081ebc-1cfd%22	https://www.bycigar.com/cache//static/media/brands/Plasencia_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/Plasencia_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:15	392204/392204	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:24%20GMT	https://www.bycigar.com/zh-cn/category-ep-carrillo	./bycigar_site/www.bycigar.com/zh-cn/category-ep-carrillo.html	(from https://www.bycigar.com/)
13:46:15	8744/8744	------	200	untouched ('')	image/jpeg	etag:W/%2269081ebc-2228%22	https://www.bycigar.com/cache//static/media/brands/Carrillo_450_x_300-104_470-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/Carrillo_450_x_300-104_470-300x200.jpg	(from https://www.bycigar.com/)
13:46:15	395374/395374	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:26%20GMT	https://www.bycigar.com/zh-cn/category-arturo-fuente	./bycigar_site/www.bycigar.com/zh-cn/category-arturo-fuente.html	(from https://www.bycigar.com/)
13:46:15	10917/10917	------	200	untouched ('')	image/jpeg	etag:W/%2269081ebc-2aa5%22	https://www.bycigar.com/cache//static/media/brands/ArturoFuente_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/ArturoFuente_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:46:15	393236/393236	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:28%20GMT	https://www.bycigar.com/zh-cn/category-tatuaje	./bycigar_site/www.bycigar.com/zh-cn/category-tatuaje.html	(from https://www.bycigar.com/)
13:46:15	8310/8310	------	200	untouched ('')	image/jpeg	etag:W/%2269081ebc-2076%22	https://www.bycigar.com/cache//static/media/brands/Tatuaje_450_x_300-87_579-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/Tatuaje_450_x_300-87_579-300x200.jpg	(from https://www.bycigar.com/)
13:46:15	391372/391372	------	200	untouched ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:29%20GMT	https://www.bycigar.com/zh-cn/category-camacho	./bycigar_site/www.bycigar.com/zh-cn/category-camacho.html	(from https://www.bycigar.com/)
13:46:15	8097/8097	------	200	untouched ('')	image/jpeg	etag:W/%226908203d-1fa1%22	https://www.bycigar.com/cache//static/media/brands/Camacho_450_x_300_496-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/Camacho_450_x_300_496-300x200.jpg	(from https://www.bycigar.com/)
