date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:13:18	3196/3196	---MCZ	200	added ('OK')	image/png	etag:W/%2268ecba75-c7c%22	https://www.bycigar.com/images/flag/zh-cn.png	./bycigar_site/www.bycigar.com/images/flag/zh-cn.png	(from https://www.bycigar.com/)
13:13:18	338/338	---MC-	302	error ('Found')	text/html	date:Thu,%2026%20Mar%202026%2005:13:18%20GMT	https://www.bycigar.com/zh-cn/locales/switch/en	./bycigar_site/www.bycigar.com/zh-cn/locales/switch/en	(from https://www.bycigar.com/)
13:13:20	8719/8719	---MCZ	200	added ('OK')	image/png	etag:W/%2268ecba75-220f%22	https://www.bycigar.com/images/flag/en.png	./bycigar_site/www.bycigar.com/images/flag/en.png	(from https://www.bycigar.com/)
13:13:20	338/338	---MC-	302	error ('Found')	text/html	date:Thu,%2026%20Mar%202026%2005:13:20%20GMT	https://www.bycigar.com/zh-cn/locales/switch/zh-cn	./bycigar_site/www.bycigar.com/zh-cn/locales/switch/zh-cn	(from https://www.bycigar.com/)
13:13:21	338/338	---MC-	302	error ('Found')	text/html	date:Thu,%2026%20Mar%202026%2005:13:21%20GMT	https://www.bycigar.com/zh-cn/currencies/switch/usd	./bycigar_site/www.bycigar.com/zh-cn/currencies/switch/usd	(from https://www.bycigar.com/)
13:13:23	182298/182298	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:23%20GMT	https://www.bycigar.com/zh-cn	./bycigar_site/www.bycigar.com/zh-cn.html	(from https://www.bycigar.com/)
13:13:24	12850/12850	---MCZ	200	added ('OK')	image/png	etag:W/%2268ec631a-3232%22	https://www.bycigar.com/static/media/33sq063kpkcrw2l1746422237.png	./bycigar_site/www.bycigar.com/static/media/33sq063kpkcrw2l1746422237.png	(from https://www.bycigar.com/)
13:13:25	431278/431278	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:25%20GMT	https://www.bycigar.com/zh-cn/category-cuban-cigars	./bycigar_site/www.bycigar.com/zh-cn/category-cuban-cigars.html	(from https://www.bycigar.com/)
13:13:26	371569/371569	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:26%20GMT	https://www.bycigar.com/zh-cn/categories/272	./bycigar_site/www.bycigar.com/zh-cn/categories/272.html	(from https://www.bycigar.com/)
13:13:27	12842/12842	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080704-322a%22	https://www.bycigar.com/cache//static/media/brands/multi-brand-releases_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/multi-brand-releases_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:13:28	394676/394676	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:28%20GMT	https://www.bycigar.com/zh-cn/category-cohiba	./bycigar_site/www.bycigar.com/zh-cn/category-cohiba.html	(from https://www.bycigar.com/)
13:13:29	5913/5913	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080705-1719%22	https://www.bycigar.com/cache//static/media/brands/Cohiba_450_x_300_645-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/Cohiba_450_x_300_645-300x200.jpg	(from https://www.bycigar.com/)
13:13:30	374647/374647	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:30%20GMT	https://www.bycigar.com/zh-cn/category-bolivar	./bycigar_site/www.bycigar.com/zh-cn/category-bolivar.html	(from https://www.bycigar.com/)
13:13:31	8772/8772	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080a44-2244%22	https://www.bycigar.com/cache//static/media/brands/bolivar_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/bolivar_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:13:32	373070/373070	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:32%20GMT	https://www.bycigar.com/zh-cn/category-cuaba	./bycigar_site/www.bycigar.com/zh-cn/category-cuaba.html	(from https://www.bycigar.com/)
13:13:33	13059/13059	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22690809be-3303%22	https://www.bycigar.com/cache//static/media/brands/cuaba_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/cuaba_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:13:34	383625/383625	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:34%20GMT	https://www.bycigar.com/zh-cn/category-h-upmann	./bycigar_site/www.bycigar.com/zh-cn/category-h-upmann.html	(from https://www.bycigar.com/)
13:13:35	12506/12506	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080a44-30da%22	https://www.bycigar.com/cache//static/media/brands/h-upmann_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/h-upmann_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:13:36	383466/383466	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:36%20GMT	https://www.bycigar.com/zh-cn/category-hoyo-de-monterrey	./bycigar_site/www.bycigar.com/zh-cn/category-hoyo-de-monterrey.html	(from https://www.bycigar.com/)
13:13:37	15857/15857	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080abc-3df1%22	https://www.bycigar.com/cache//static/media/brands/hoyo-de-monterrey_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/hoyo-de-monterrey_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:13:38	374448/374448	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:38%20GMT	https://www.bycigar.com/zh-cn/category-quai-dorsay	./bycigar_site/www.bycigar.com/zh-cn/category-quai-dorsay.html	(from https://www.bycigar.com/)
13:13:39	7506/7506	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080abc-1d52%22	https://www.bycigar.com/cache//static/media/brands/quai-dorsay_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/quai-dorsay_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:13:40	375872/375872	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:40%20GMT	https://www.bycigar.com/zh-cn/category-ramon-allones	./bycigar_site/www.bycigar.com/zh-cn/category-ramon-allones.html	(from https://www.bycigar.com/)
13:13:41	11127/11127	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080abc-2b77%22	https://www.bycigar.com/cache//static/media/brands/ramon-allones_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/ramon-allones_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:13:42	377469/377469	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:43%20GMT	https://www.bycigar.com/zh-cn/category-trinidad	./bycigar_site/www.bycigar.com/zh-cn/category-trinidad.html	(from https://www.bycigar.com/)
13:13:43	11167/11167	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080705-2b9f%22	https://www.bycigar.com/cache//static/media/brands/trinidad_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/trinidad_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:13:44	394262/394262	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:45%20GMT	https://www.bycigar.com/zh-cn/category-montecristo	./bycigar_site/www.bycigar.com/zh-cn/category-montecristo.html	(from https://www.bycigar.com/)
13:13:45	6237/6237	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080b34-185d%22	https://www.bycigar.com/cache//static/media/brands/Montecristo_450_x_300_194-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/Montecristo_450_x_300_194-300x200.jpg	(from https://www.bycigar.com/)
13:13:46	394865/394865	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:46%20GMT	https://www.bycigar.com/zh-cn/category-romeo-y-julieta	./bycigar_site/www.bycigar.com/zh-cn/category-romeo-y-julieta.html	(from https://www.bycigar.com/)
13:13:47	14143/14143	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080cb0-373f%22	https://www.bycigar.com/cache//static/media/brands/romeo-y-julieta_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/romeo-y-julieta_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:13:48	392840/392840	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:49%20GMT	https://www.bycigar.com/zh-cn/category-partagas	./bycigar_site/www.bycigar.com/zh-cn/category-partagas.html	(from https://www.bycigar.com/)
13:13:49	10283/10283	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080cb0-282b%22	https://www.bycigar.com/cache//static/media/brands/partagas_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/partagas_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:13:50	375974/375974	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:50%20GMT	https://www.bycigar.com/zh-cn/category-diplomaticos	./bycigar_site/www.bycigar.com/zh-cn/category-diplomaticos.html	(from https://www.bycigar.com/)
13:13:51	14403/14403	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080cb0-3843%22	https://www.bycigar.com/cache//static/media/brands/diplomaticos_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/diplomaticos_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:13:52	374285/374285	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:53%20GMT	https://www.bycigar.com/zh-cn/category-el-rey-del-mundo	./bycigar_site/www.bycigar.com/zh-cn/category-el-rey-del-mundo.html	(from https://www.bycigar.com/)
13:13:53	9641/9641	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080cb0-25a9%22	https://www.bycigar.com/cache//static/media/brands/el-rey-del-mundo_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/el-rey-del-mundo_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:13:55	383515/383515	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:55%20GMT	https://www.bycigar.com/zh-cn/category-jose-l-piedra	./bycigar_site/www.bycigar.com/zh-cn/category-jose-l-piedra.html	(from https://www.bycigar.com/)
13:13:56	10758/10758	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080cb0-2a06%22	https://www.bycigar.com/cache//static/media/brands/JosePiedra_450_x_300_277-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/JosePiedra_450_x_300_277-300x200.jpg	(from https://www.bycigar.com/)
13:13:57	373203/373203	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:56%20GMT	https://www.bycigar.com/zh-cn/category-juan-lopez	./bycigar_site/www.bycigar.com/zh-cn/category-juan-lopez.html	(from https://www.bycigar.com/)
13:13:58	13737/13737	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080d0a-35a9%22	https://www.bycigar.com/cache//static/media/brands/juan-lopez_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/juan-lopez_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:13:59	373328/373328	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:13:58%20GMT	https://www.bycigar.com/zh-cn/category-la-gloria-cubana	./bycigar_site/www.bycigar.com/zh-cn/category-la-gloria-cubana.html	(from https://www.bycigar.com/)
13:14:00	13647/13647	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080fb3-354f%22	https://www.bycigar.com/cache//static/media/brands/la-gloria-cubana_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/la-gloria-cubana_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:14:01	374814/374814	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:00%20GMT	https://www.bycigar.com/zh-cn/category-por-larranaga	./bycigar_site/www.bycigar.com/zh-cn/category-por-larranaga.html	(from https://www.bycigar.com/)
13:14:02	12211/12211	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269081c96-2fb3%22	https://www.bycigar.com/cache//static/media/brands/por-larranaga_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/por-larranaga_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:14:03	372959/372959	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:02%20GMT	https://www.bycigar.com/zh-cn/category-punch	./bycigar_site/www.bycigar.com/zh-cn/category-punch.html	(from https://www.bycigar.com/)
13:14:04	12306/12306	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269081c96-3012%22	https://www.bycigar.com/cache//static/media/brands/punch_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/punch_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:14:05	377122/377122	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:04%20GMT	https://www.bycigar.com/zh-cn/category-quintero	./bycigar_site/www.bycigar.com/zh-cn/category-quintero.html	(from https://www.bycigar.com/)
13:14:06	12745/12745	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269081d03-31c9%22	https://www.bycigar.com/cache//static/media/brands/Quintero_450_x_300_483-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/Quintero_450_x_300_483-300x200.jpg	(from https://www.bycigar.com/)
13:14:07	376218/376218	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:07%20GMT	https://www.bycigar.com/zh-cn/category-rafael-gonzalez	./bycigar_site/www.bycigar.com/zh-cn/category-rafael-gonzalez.html	(from https://www.bycigar.com/)
13:14:07	13282/13282	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269081d03-33e2%22	https://www.bycigar.com/cache//static/media/brands/rafael-gonzalez_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/rafael-gonzalez_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:14:09	373411/373411	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:09%20GMT	https://www.bycigar.com/zh-cn/category-saint-luis-rey	./bycigar_site/www.bycigar.com/zh-cn/category-saint-luis-rey.html	(from https://www.bycigar.com/)
13:14:10	15276/15276	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269081d03-3bac%22	https://www.bycigar.com/cache//static/media/brands/saint-luis-rey_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/saint-luis-rey_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:14:11	374639/374639	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:11%20GMT	https://www.bycigar.com/zh-cn/category-san-cristobal	./bycigar_site/www.bycigar.com/zh-cn/category-san-cristobal.html	(from https://www.bycigar.com/)
13:14:11	11318/11318	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269081d03-2c36%22	https://www.bycigar.com/cache//static/media/brands/san-cristobal-de-la-habana_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/san-cristobal-de-la-habana_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:14:13	373049/373049	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:13%20GMT	https://www.bycigar.com/zh-cn/category-vegas-robaina	./bycigar_site/www.bycigar.com/zh-cn/category-vegas-robaina.html	(from https://www.bycigar.com/)
13:14:14	12666/12666	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269081ebc-317a%22	https://www.bycigar.com/cache//static/media/brands/vegas-robaina_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/vegas-robaina_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:14:15	373088/373088	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:15%20GMT	https://www.bycigar.com/zh-cn/category-vegueros	./bycigar_site/www.bycigar.com/zh-cn/category-vegueros.html	(from https://www.bycigar.com/)
13:14:16	5091/5091	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269080705-13e3%22	https://www.bycigar.com/cache//static/media/upload/v/mi/vmiaoqdf0nk5syy1756615479-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/upload/v/mi/vmiaoqdf0nk5syy1756615479-300x200.jpg	(from https://www.bycigar.com/)
13:14:17	421443/421443	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:17%20GMT	https://www.bycigar.com/zh-cn/category-world-cigars	./bycigar_site/www.bycigar.com/zh-cn/category-world-cigars.html	(from https://www.bycigar.com/)
13:14:18	395799/395799	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:18%20GMT	https://www.bycigar.com/zh-cn/category-god-of-fire	./bycigar_site/www.bycigar.com/zh-cn/category-god-of-fire.html	(from https://www.bycigar.com/)
13:14:19	4887/4887	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269081ebc-1317%22	https://www.bycigar.com/cache//static/media/brands/GOD+OF+FIRE+logo_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/GOD+OF+FIRE+logo_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:14:20	396117/396117	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:20%20GMT	https://www.bycigar.com/zh-cn/category-aj-fernandez	./bycigar_site/www.bycigar.com/zh-cn/category-aj-fernandez.html	(from https://www.bycigar.com/)
13:14:21	12294/12294	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269081ebc-3006%22	https://www.bycigar.com/cache//static/media/brands/AJ_new_450_x_300_857-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/AJ_new_450_x_300_857-300x200.jpg	(from https://www.bycigar.com/)
13:14:22	390753/390753	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:22%20GMT	https://www.bycigar.com/zh-cn/category-plasencia	./bycigar_site/www.bycigar.com/zh-cn/category-plasencia.html	(from https://www.bycigar.com/)
13:14:23	7421/7421	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269081ebc-1cfd%22	https://www.bycigar.com/cache//static/media/brands/Plasencia_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/Plasencia_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:14:24	392204/392204	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:24%20GMT	https://www.bycigar.com/zh-cn/category-ep-carrillo	./bycigar_site/www.bycigar.com/zh-cn/category-ep-carrillo.html	(from https://www.bycigar.com/)
13:14:25	8744/8744	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269081ebc-2228%22	https://www.bycigar.com/cache//static/media/brands/Carrillo_450_x_300-104_470-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/Carrillo_450_x_300-104_470-300x200.jpg	(from https://www.bycigar.com/)
13:14:26	395374/395374	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:26%20GMT	https://www.bycigar.com/zh-cn/category-arturo-fuente	./bycigar_site/www.bycigar.com/zh-cn/category-arturo-fuente.html	(from https://www.bycigar.com/)
13:14:27	10917/10917	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269081ebc-2aa5%22	https://www.bycigar.com/cache//static/media/brands/ArturoFuente_450_x_300_136-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/ArturoFuente_450_x_300_136-300x200.jpg	(from https://www.bycigar.com/)
13:14:28	393236/393236	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:28%20GMT	https://www.bycigar.com/zh-cn/category-tatuaje	./bycigar_site/www.bycigar.com/zh-cn/category-tatuaje.html	(from https://www.bycigar.com/)
13:14:28	8310/8310	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2269081ebc-2076%22	https://www.bycigar.com/cache//static/media/brands/Tatuaje_450_x_300-87_579-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/Tatuaje_450_x_300-87_579-300x200.jpg	(from https://www.bycigar.com/)
13:14:30	391372/391372	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:29%20GMT	https://www.bycigar.com/zh-cn/category-camacho	./bycigar_site/www.bycigar.com/zh-cn/category-camacho.html	(from https://www.bycigar.com/)
13:14:31	8097/8097	---MCZ	200	added ('OK')	image/jpeg	etag:W/%226908203d-1fa1%22	https://www.bycigar.com/cache//static/media/brands/Camacho_450_x_300_496-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/Camacho_450_x_300_496-300x200.jpg	(from https://www.bycigar.com/)
13:14:32	378946/378946	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:31%20GMT	https://www.bycigar.com/zh-cn/category-don-tomas	./bycigar_site/www.bycigar.com/zh-cn/category-don-tomas.html	(from https://www.bycigar.com/)
13:14:33	6972/6972	---MCZ	200	added ('OK')	image/jpeg	etag:W/%226908203d-1b3c%22	https://www.bycigar.com/cache//static/media/brands/DonTomas_450_x_300_384-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/brands/DonTomas_450_x_300_384-300x200.jpg	(from https://www.bycigar.com/)
13:14:34	373236/373236	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2005:14:33%20GMT	https://www.bycigar.com/zh-cn/category-my-father	./bycigar_site/www.bycigar.com/zh-cn/category-my-father.html	(from https://www.bycigar.com/)
13:14:35	7705/7705	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22699d4605-1e19%22	https://www.bycigar.com/cache//static/media/upload/7/jx/7jxoyig2dci4ecj1756630086-300x200.jpg	./bycigar_site/www.bycigar.com/cache/static/media/upload/7/jx/7jxoyig2dci4ecj1756630086-300x200.jpg	(from https://www.bycigar.com/)
